uei,start_date,end_date,duration_days,main_cause,location,districts,state,latitude,longitude,severity,area_affected,human_fatality,human_injured,human_displaced,animal_fatality,description_casualties_injured,extent_of_damage,event_source,event_source_id
UEI-IMD-FL-2013-0071,2013-08-06,2013-06-16,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"About 20,500 banana plantations damaged.",IMD,Unknown
UEI-IMD-FL-2013-0072,2013-11-06,2013-06-26,0.0,Heavy rains,Unknown,Thiruvananthapuram.,KERALA,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7 persons died and few others injured in different incidences.,"i) About 3,000 houses partially and 500 completely damaged. ii) Extensive damage to the banana, rubber, bamboo, coconut plantations reported. iii) Several roads/canals/houses flooded. iv) More than 500 people shifted to the relief camps. v) Extensive damage to agricultural crops/land reported. vi) Several cable lines damaged. vii) Many trees/electric poles uprooted causing traffic disruption and also fell over buildings, vehicles causing damage to the property. viii) Massive damage to the house hold articles reported. ix) Number of boats, boat nets and fishing equipments drowned.",IMD,Unknown
UEI-IMD-FL-2013-0073,2013-06-17,2013-06-17,0.0,Heavy rains,Unknown,Kasaragod,KERALA,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2 persons died and 2 others injured due to landslide.,Landslide reported.,IMD,Unknown
UEI-IMD-FL-2013-0074,2013-06-24,2013-06-27,3.0,Heavy rains,Unknown,Kasaragod and Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"i) About 40 houses partially damaged. ii) About 590 people shifted to relief camps. iii) 6 wells collapsed causing a loss of worth Rs. 47,000/-only. iv) Extensive damage to agricultural crops reported. v) Dried bamboo plantations fell across NH roads causing traffic disruption. vi) Madakkal suspension bridge in Kasargode collapsed.",IMD,Unknown
UEI-IMD-FL-2013-0075,2013-06-25,2013-06-29,4.0,Heavy rains,Unknown,"Idukki, Ernakulam, Kollam, Kozhikode,Palakkad and Pathanamthitta",KERALA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2 persons died due to wall collapse in Pathananthitta while one person died due to landslide in Munnar.,Ernakulam: i) 16 houses fully and 326 houses partially damaged. ii) About 1360 people shifted to the relief camps. iii) 68.7 hectares of agricultural land submerged. iv) Loss of worth Rs. 5.37 crores reported. Kollam: i) One house fully and 20 houses partially damaged. ii) 3 wells caved in. Kozhikode: iii) 45 houses fully and and 2 partially damaged. iv) 6 boats completely and 1 boat partially damaged. v) About 30 boats drowned at Chaliyar coast. Palakkad: i) 12 houses damaged causing a loss of worth Rs. 1.2 lakhs reported. ii) 6.75 hectares of agricultural land damaged causing a loss of worth Rs. 1.32 crores reported. Pathanamthitta: i) Extensive damage to rubber plantations reported. ii) Punalur-Muvattapuzha State highway submerged causing vehicular disruption.,IMD,Unknown
UEI-IMD-FL-2013-0076,2013-06-27,2013-06-29,2.0,Heavy rains,Unknown,Alappuzha,KERALA,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7 persons died and 3 others drowned.,"i) 33 houses fully and 633 houses partially damaged causing a loss of worth Rs. 88.89 lakhs. ii) Alappuzha-Changanacherry road inundated causing traffic disruption. iii) About 15 villages inundated. iv) Few houses washed away. v) About 4.5 lakh people shifted in relief camps. vi) More than 200 hectares of paddy fields submerged. vii) About 3,300 hectares of agricultural land affected. causing a loss of worth Rs. 3.8 crore.",IMD,Unknown
UEI-IMD-FL-2013-0077,2013-01-07,2013-04-07,90.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Mananthavady Tehsil: i) Landslides reported. ii) One house partially damaged. iii) One well caved in. iv) Many bamboo grooves, rubber trees uprooted causing traffic disruption. v) Niravill bridge submerged. vi) Mainly tribal people and farmers affected. vii) Pollampara bridge damaged as it was submerged. Vythiri Tehsil: i) 56 houses partially and 3 houses completely damaged. ii) One well caved in. iii) 257 families shifted to 16 relief camps. iv) Rs. 7.89 lakhs worth loss reported.",IMD,Unknown
UEI-IMD-FL-2013-0078,2013-05-07,2013-12-07,214.0,Heavy rains,Unknown,Idukki and Thiruvananthapuram,KERALA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,i) 2 persons injured in Maruthankuzhy area as a tree fell over them. ii) Few livestock perished.,"Cheruthoni town in Idukki: i) Landslide reported. ii) 5 acres of standing crops washed away. Thiruvananthapuram: i) A tree fell over a house damaging it in Killimanoor town. ii) A tree fell over electric cable lines disrupting power supply. iii) Acacia, Jackfruit, coconut, rubber, teak trees uprooted fell over a transformer, one house and a shop compound wall, damaging/collapsing the structures and also damaging some vehicles. iv) Several trees uprooted fell over NH road disrupting traffic and damaging a temple, a school building and a cattle-shed. v) A well caved in. vi) Taluka hospital of Chrayankeezhu damaged as a tree fell over it. vii) Few houses damaged.",IMD,Unknown
UEI-IMD-FL-2013-0079,2013-11-07,2013-11-07,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Mananthavady Tehsil: 1,90,000 banana plantations damaged. 8 hectares of ginger, 5 hectares of yam, 1118 arecanut trees, 336 rubber trees, 1.5 acres of paddy damaged causing Rs.2 crores worth loss reported.",IMD,Unknown
UEI-IMD-FL-2013-0080,2013-11-07,2013-07-13,0.0,Heavy rains,Unknown,"Alappuzha, Ernakulam, Kollam and Kottayam",KERALA,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,i) One person drowned in Kuttanad. ii) One person missing as fishing boat capsized in Kollam. iii) A girl drowned at Thiruchandoor. iv) In Ernakulam one person died as he fell into a flooded canal.,"Alappuzha: i) Coconut, banana plantations, tapioca, vegetables damaged. ii) 15,000 houses inundated. iii) About one lakh people shifted in relief camps.",IMD,Unknown
UEI-IMD-FL-2013-0081,2013-07-19,2013-07-26,7.0,Heavy rains,Unknown,Thiruvananthapuram,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"i) 40 houses damaged.  ii) Crops and rubber, banana plantations damaged. iii) Jack, teak and coconut trees uprooted. iv) Loss of worth one lakh rupees reported.",IMD,Unknown
UEI-IMD-FL-2013-0082,2013-07-23,2013-07-23,0.0,Heavy rains,Unknown,Ernakulam,KERALA,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4 persons died and 2 others injured in a landslide.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0083,2013-07-29,2013-07-29,0.0,Heavy rains,Unknown,Pathanamthitta,KERALA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0084,2013-01-08,2013-02-08,31.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2 persons injured in Kalpetta town.,"Taruvana town: i) Thousands of paddy, banana, arecanut, coconut, rubber plantations submerged and damaged. ii) 841.30 ha. of crops damaged. iii) 4 houses partially damaged. Kalpetta town: i) 17 houses completely while 14 houses partially damaged. ii) 361 families shifted to relief camps. Mananthavady Tehsil: i) 18 families with 133 people shifted to relief camps. ii) Several trees uprooted causing traffic disruption. iii) Cherupuzha bridge submerged. iv) One house damaged fully and other partially. Padinjarathara town: i) Agricultural crops, worth lakhs rupees damaged. ii) Thousands of banana, paddy, arecanut, coconut plantations submerged. iii) Several families shifted to safer places.",IMD,Unknown
UEI-IMD-FL-2013-0085,2013-02-08,2013-06-08,120.0,Heavy rains,Unknown,Thiruvananthapuram,KERALA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,One person injured as tree fell on him in Kilimanoor.,"Kilimanoor, Kallara, Pangode and Chirayankeezhu towns: i) Several rubber, banana, coconut and agricultural crops damaged. ii) Several trees uprooted damaging houses. 60 houses damaged partially in Neyyattinkkara, Nedumangad and Chirayankeezhu tehsils. iii) In Pangode 3 hectares of Mangiyam trees uprooted. iv) Wall of a well caved in. v) Several electric lines damaged in Kadakkavoor and Vakkom areas.",IMD,Unknown
UEI-IMD-FL-2013-0086,2013-04-08,2013-08-08,122.0,Heavy rains,Unknown,"Alappuzha, Ernakulam and Idukki,",KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Alappuzha: i) One house washed away and several houses inundated. ii) About 1.8 lakh people shifted to 183 relief camps. iii) Damage to 1600 acres of agricultural crops reported. Ernakulam: i) Kothamangalam town and Kochi airport runway flooded. ii) Landslide at Blavana Pooyamkutty road reported. iii) About 14,043 people shifted to 121 relief camps. iv) Manikandanchal bridge, Mahadeva temple submerged in Aluva  .Idukki: i) About 10 shops buried in landslide. ii) Few houses and buildings collapsed. iii) 240 people shifted to 5 relief camps. iv) Landslide reported near Kulamavu and around 4 acres of land washed away. v) A hill caved down around 600 feet causing damage to agricultural crops. vi) Land caved in and roads blocked causing road traffic disruption.",IMD,Unknown
UEI-IMD-FL-2013-0087,2013-10-08,2013-08-16,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Landslide reported. ii) Acres of paddy fields damaged. iii) Thalasserry-Mananthavady road completely damaged disrupting vehicular traffic,IMD,Unknown
UEI-IMD-FL-2013-0088,2013-01-09,2013-01-09,0.0,Heavy rains,Unknown,Idukki,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) 15 acres of paddy fields washed away in Mangad. ii) Loss of worth lakh rupees reported.,IMD,Unknown
UEI-IMD-FL-2013-0089,2013-12-09,2013-12-09,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Padumutty bridge collapsed. ii) 2 houses damaged partially. iii) Several houses inundated. iv) Landslide reported. v) People shifted to safer places.,IMD,Unknown
UEI-IMD-FL-2013-0090,2013-09-17,2013-09-17,0.0,Heavy rains,Unknown,Thiruvananthapuram,KERALA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3 persons injured.,"i) In Venjaranmood village, a tree fell and broke 11KV electric line causing traffic disruption. ii) Some vehicles damaged.",IMD,Unknown
UEI-IMD-FL-2013-0091,2013-06-26,2013-06-27,1.0,Heavy rains,Unknown,"Betul, Rajgarh, Sagar, Sehore and Ujjain",MADHYA PRADESH,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7 persons swept away.,Trees/poles uprooted disrupting electricity/ telephone services.,IMD,Unknown
UEI-IMD-FL-2013-0092,2013-04-07,2013-04-07,0.0,Heavy rains,Unknown,Indore,MADHYA PRADESH,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,One girl drowned in manholes and 2 others swept away.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0093,2013-07-13,2013-07-16,3.0,Heavy rains,Unknown,Betul and Harda,MADHYA PRADESH,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,i) 10 persons swept away in the flood water of Bukakhedi river in Betul. ii) 2 boys swept away in Harda.,Low lying areas and crop land inundated.,IMD,Unknown
UEI-IMD-FL-2013-0094,2013-08-23,2013-08-23,0.0,Heavy rains,Unknown,sehore,MADHYA PRADESH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One girl swept away.,i) Damage to few houses reported. ii) More than 100 villages submerged. iii) Low lying areas inundated.,IMD,Unknown
UEI-IMD-FL-2013-0095,2013-11-02,2013-11-02,0.0,Heavy rains,Unknown,Jalgaon and Nanded,MAHARASHTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Damage to wheat, banana, pappya, chilly crops reported.",IMD,Unknown
UEI-IMD-FL-2013-0096,2013-02-23,2013-02-23,0.0,Heavy rains,Unknown,Wardha,MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died as a tree fell on him.,"Damage to oranges, mosambi, wheat, gram, chilly and vegetables in some hectares of area reported.",IMD,Unknown
UEI-IMD-FL-2013-0097,2013-04-17,2013-04-17,0.0,Heavy rains,Unknown,Jalgaon,MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One woman died as a tree fell on her.,"Banana, cotton and jawar plantations damaged.",IMD,Unknown
UEI-IMD-FL-2013-0098,2013-04-23,2013-04-23,0.0,Heavy rains,Unknown,Nagpur,MAHARASHTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"About 50,000 sacks of soya and wheat grains affected.",IMD,Unknown
UEI-IMD-FL-2013-0099,2013-07-06,2013-07-06,0.0,Heavy rains,Unknown,Pune,MAHARASHTRA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"One woman along with her daughter swept away at Shindewadi, Katraj.",Unknown,IMD,Unknown
UEI-IMD-FL-2013-0100,2013-09-06,2013-09-06,0.0,Heavy rains,Unknown,Mumbai,MAHARASHTRA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died in Bhandup and 9 others injured.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,Unknown
UEI-IMD-FL-2013-0101,2013-06-16,2013-06-18,2.0,Heavy rains,Unknown,Pune and Thane,MAHARASHTRA,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,i) 3 women died due to wall collapse inPune. ii) 3 labours died and 2 others injured in the landslide at Turbhe.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,Unknown
UEI-IMD-FL-2013-0102,2013-06-22,2013-06-28,6.0,Flood,Unknown,"Akola, Amaravati, Bhandara, Buldhana, Chandrapur, Gondia, Nagpur, Wardha,Washim and Yavatmal",MAHARASHTRA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died.,i) Extensive damage to the standing and paddy crops reported. ii) Bridges washed away and many huts submerged. iii)About 50 houses and 3 cattle sheds damaged.,IMD,Unknown
UEI-IMD-FL-2013-0103,2013-03-07,2013-03-07,0.0,Heavy rains,Unknown,Raigad and Ratnagiri,MAHARASHTRA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons died and other swept away.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,Unknown
UEI-IMD-FL-2013-0104,2013-07-14,2013-07-19,5.0,Flood,Unknown,"Amaravati, Chandrapur, Gondia,Nagpur, Wardha, Washim and Yavatmal",MAHARASHTRA,0.0,0.0,0.0,0.0,47.0,0.0,0.0,1000.0,"i) About 30 persons died, 16 others drowned and one swept away. ii) About 1000 livestock perished.","i) About 330 houses fully and 2000 kachcha houses partially damaged. ii) Extensive damage to the soyabean, cotton, tur, rice in thousands of hectares reported. iii) Many areas submerged. iv) Number of families shifted to safer places.",IMD,Unknown
UEI-IMD-FL-2013-0105,2013-07-24,2013-07-24,0.0,Heavy rains,Unknown,Buldhana,MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"One person swept away in Gundha village, Lonar tehsil.",Damage to Kharif crops reported in some villages.,IMD,Unknown
UEI-IMD-FL-2013-0106,2013-01-08,2013-03-08,59.0,Heavy rains,Unknown,"Amaravati, Chandrapur, Nagpur, Wardha and Yavatmal",MAHARASHTRA,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,"9 persons died, 5 others swept away and 18 others injured.","i) Low lying areas and crop land inundated. ii) Railway tracks, vehicles, roads inundated. iii) About 5.42 lakh hectares of land of standing crops washed away in Nagpur district. iv) About 2.5 lakh hectares of crops damaged in Chandrapur district. v) About 5000 houses damaged/collapsed. vi) Many places inundated and many families shifted to safer places. vii) Road traffic/ electricity/ telecommunication services disrupted. viii) More than hundreds of a cattle sheds damaged. ix) Estimated loss of about 100 crore rupees reported.",IMD,Unknown
UEI-IMD-FL-2013-0107,2013-09-19,2013-09-19,0.0,Heavy rains,Unknown,Pune,MAHARASHTRA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 persons died as a house collapsed in Yerawada area.,Road traffic/ electricity/ telecommunication services disrupted.,IMD,Unknown
UEI-IMD-FL-2013-0108,2013-09-26,2013-09-26,0.0,Heavy rains,Unknown,Nandurbar,MAHARASHTRA,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8 persons died and few others injured due to massive landslide.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0109,2013-11-10,2013-11-10,0.0,Heavy rains,Unknown,Jalgaon,MAHARASHTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,Unknown
UEI-IMD-FL-2013-0110,2013-11-05,2013-11-05,0.0,Heavy rains,Unknown,Aizwal,MIZORAM,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17 persons died in a massive landslide.,Damage to some buildings reported.,IMD,Unknown
UEI-IMD-FL-2013-0111,2013-12-07,2013-12-07,0.0,Heavy rains,Unknown,Kohima,NAGALAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Landslides disrupt vehicular movement on NH-29. ii) A large number of vehicles were stranded on NH-29 near Phesama village,IMD,Unknown
UEI-IMD-FL-2013-0112,2013-02-08,2013-02-08,0.0,Heavy rains,Unknown,Bhadrak,ODISHA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0113,2013-10-08,2013-10-08,0.0,Heavy rains,Unknown,Koraput,ODISHA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0114,2013-08-23,2013-08-23,0.0,Heavy rains,Unknown,Bhadrak,ODISHA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0115,2013-09-16,2013-09-16,0.0,Heavy rains,Unknown,Cuttack,ODISHA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0116,2013-02-16,2013-02-16,0.0,Heavy rains,Unknown,"Banswara, Dholpur and Sawai  Madhopur",RAJASTHAN,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 person died,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0117,2013-08-06,2013-08-06,0.0,Heavy rains,Unknown,"Kota, Tonk and Udaipur",RAJASTHAN,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6 persons died due to wall collapse.,Road traffic/ electricity/ telecommunication services disrupted.,IMD,Unknown
UEI-IMD-FL-2013-0118,2013-11-06,2013-11-06,0.0,Heavy rains,Unknown,Jaipur ,RAJASTHAN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,one person died,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0119,2013-11-09,2013-11-09,0.0,Heavy rains,Unknown,Chennai and Tiruvallur,TAMIL NADU,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 person died,i) Several trees/electric poles uprooted causing traffic disruption. ii) Roof of some houses blown away.,IMD,Unknown
UEI-IMD-FL-2013-0120,2013-10-15,2013-10-15,0.0,Heavy rains,Unknown,Coimbatore and Cuddalore,TAMIL NADU,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0121,2013-10-20,2013-10-20,0.0,Heavy rains,Unknown,Coimbatore and Tiruvannamalai,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died due to wall collapse and other washed away.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0122,2013-11-16,2013-11-16,0.0,Heavy rains,Unknown,"Cuddalore, Dharamapuri, Kanyakumari, Nagapattinam, Thanjavur, Thiruvarur and  Villupuram",TAMIL NADU,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,i) 11 persons died in different incidences. ii) 7 cattle heads perished.,i) About 35 houses fully and 150 houses partially damaged. ii) Damage to banana plantations reported. iii) About 100 electric poles damaged in Sirkazhi town. iv) Roof of a school building blown away. v) 2500 acres of salt pans submerged.,IMD,Unknown
UEI-IMD-FL-2013-0123,2013-11-25,2013-11-25,0.0,Heavy rains,Unknown,Pudukkottai,TAMIL NADU,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 person died,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0124,2013-12-13,2013-12-13,0.0,Heavy rains,Unknown,Nagapattinam,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,one fisherman lost his life.,"About 6,000 acres of paddy crops damaged.",IMD,Unknown
UEI-IMD-FL-2013-0125,2013-12-06,2013-12-06,0.0,Heavy rains,Unknown,Kannauj,UTTAR PRADESH,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10 person died,i) Low lying areas and crop land inundated. ii) Several trees/electric poles uprooted causing traffic disruption. iii) Roof of some houses blown away.,IMD,Unknown
UEI-IMD-FL-2013-0126,2013-06-17,2013-06-17,0.0,Heavy rains,Unknown,Muzaffar Nagar,UTTAR PRADESH,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,One woman died and 3 others injured due tohouse collapse.,i) Several trees/electric poles uprooted causing traffic disruption. ii) Roof of some houses blown away.,IMD,Unknown
UEI-IMD-FL-2013-0127,2013-06-19,2013-06-19,0.0,Heavy rains,Unknown,Barabanki and Bahraich,UTTAR PRADESH,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 person died,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0128,2013-06-25,2013-06-30,5.0,Heavy rains,Unknown,"Faizabad, Gonda and sitapur",UTTAR PRADESH,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,About 12 persons died in different incidences,i) Damage to some houses reported. ii) Low lying areas flooded. iii) Road/rail traffic disrupted..,IMD,Unknown
UEI-IMD-FL-2013-0129,2013-07-15,2013-07-15,0.0,Heavy rains,Unknown,Faizabad,UTTAR PRADESH,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,One person died and 2 others injured,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0130,2013-07-26,2013-07-26,0.0,Heavy rains,Unknown,Balrampur,UTTAR PRADESH,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 person died,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0131,2013-08-17,2013-08-17,0.0,Heavy rains,Unknown,Kannauj,UTTAR PRADESH,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,15 persons died and 3 others injured.,i) Damage to some houses reported. ii) Low lying areas flooded. iii) Road/rail traffic disrupted.,IMD,Unknown
UEI-IMD-FL-2013-0132,2013-06-14,2013-06-18,4.0,"Heavy to very rainfall/flash floods (Saraswati and Mandakini Rivers and its tributaries triggered by very heavy rainfall and lake burst), cloudburst on Jun16 &17 Jun, massive landslides and avalanches reported at multiple places.",Unknown,"12 out of 13 districts affected badly and worst affected Chamoli, Pithoragarh, Rudraprayag and Uttarkashi districts.",UTTARAKHAND,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,"i) About 5,000 people- the locals, the pilgrims, the tourists, trakers died/missing. ii) More than thousand livestock perished.","i) More than thousands of pilgrims of Char Dham on the Gangotri and Yamunotri routes, Hemkund, Roopkunda and tourists/trakers of Valley of flowers stranded. ii) Lakhs of people shifted to safer places. iii) Many roads including state highways, infrastructures, villages washed away/damaged. iv) Many Hydroelectric projects, houses, water schemes, bridges, commercial and residential buildings, hotels, rest houses, shops, temples, telephone towers, vehicles destroyed/ drifted in the floods of rivers. v) Damage to the cash crops especially apple crops reported.",IMD,Unknown
UEI-IMD-FL-2013-0133,2013-05-24,2013-05-25,1.0,Heavy rains,Unknown,South Andaman,ANDAMAN & NICOBAR ISLANDS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,Damage to the old and thatched houses reported.,IMD,Unknown
UEI-IMD-FL-2013-0134,2013-06-16,2013-06-17,1.0,Heavy rains,Unknown,Delhi,NEW DELHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One person swept away in Yamuna river.,Unknown,IMD,Unknown
UEI-IMD-FL-2013-0135,2013-11-25,2013-11-25,0.0,Heavy rains,Unknown,Puducherry,PUDUCHERRY,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0080,2014-03-05,2014-09-05,184.0,Heavy rains,Unknown,"Alappuzha, Ernakulam, Kozhikode, Malappuram  Thrissur, Thiruvananthapuram and Wayanad",KERALA,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,"2 person drown, 2 persons died as a tree fell on him and 3 others injured in Thiruvananthapuram. 2 persons drowned in Kozhikode, other in Malappuram as a branch of a tree fell over her and  10 others injured. 2 persons died and other injured due to tree fell on them in Wayanad. 2 persons died and other injured due to tree fell on them in Wayanad.","Thiruvananthapuram: Varkala town: i) Damage to crops reported. ii) Many electric cable lines and about 15 electric posts damaged. Low tension wires broke causing disruption in power supply.  iii) About 70 houses and few structures damaged. Attingal: i) About 32 houses damaged partially. ii) Tapioca, banana, rubber and other crops damaged. iii) About 7.20 lakhs worth rupees damage reported. iv) 11 KV lines broke causing disruption in power supply. Pallichal village:More than 2 lakhs banana plantations damaged. Malayankeezhu village: i) Acres of banana, tapioca, other crops damaged. ii) Loss worth lakhs rupees reported. iii) Several trees uprooted and roofs of many houses blown away Parashala town: 11 KV line with 4 Electric posts uprooted causing disruption in power supply Sreekaryam & Malayankeezhu: i) Low lying areas flooded. ii) Roof tops of several houses blown away. iii) 2 houses damaged completely Wayanad: Kalpetta, Mananthavady & Sulthan Bathery  towns: i) Extensive damage to about  500  hectares of crops reported.  ii) Extensive damage to banana, tapioca, arecanut plantations reported. iii) More than 5,000 ripe banana crops damaged causing about 6.5 lakhs damage reported. iv) About 10,000 banana plantations uprooted. v) Several houses completely and partially damaged. vi) Damage to a transformer reported due to a huge tree fell on it disrupting 11 KV lines at many places. vii)Roofs of many houses blown away. viii)Several trees uprooted causing traffic  disruption.  Malappuram: About 620 acres of paddy fields sumerged Alappuzha: About 800 acres of agricultural land submerged and crops damaged in. ",IMD,Unknown
UEI-IMD-FL-2014-0081,2014-06-06,2014-06-06,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,About 2000 banana plantations uprooted,IMD,Unknown
UEI-IMD-FL-2014-0082,2014-12-06,2014-06-14,0.0,Heavy rains,Unknown,Thiruvananthapuram ,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Damage to 12 houses reported. ii) People shifted to relief camps,IMD,Unknown
UEI-IMD-FL-2014-0083,2014-06-21,2014-06-21,0.0,Heavy rains,Unknown,Idukki,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Landslide damaged the iron bridge on national highway. ii) Low lying areas and few houses inundated. ,IMD,Unknown
UEI-IMD-FL-2014-0084,2014-12-07,2014-07-15,0.0,Heavy rains,Unknown,"Kannur, Kasaragod, Kozhikode, Malappuram and Wayanad.",KERALA,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,Unknown,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0085,2014-01-08,2014-03-08,59.0,Heavy rains,Unknown,"Alappuzha, Kannur, Kasaragod, Kozhikode, Kottayam, Malappuram,   Palakkad, Pathanamthitta,  Thrissur Thiruvananthapuram  and Wayanad",KERALA,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,Unknown,Unknown,IMD,Unknown
